epoch,time_s,lr,gpu_peak_mem_gb,train_loss,train_loss_base,train_mse,train_mass,train_solid,train_tv,train_loss_plume_focus,train_loss_active_mae,train_active_fraction,train_high_fraction,val_loss,val_loss_base,val_mse,val_mass,val_solid,val_tv,val_loss_plume_focus,val_loss_active_mae,val_active_fraction,val_high_fraction,val_rmse,val_mae,val_r2,val_rel_err,val_plume_rmse,val_plume_mae,val_plume_r2,val_plume_rel_err,val_plume_voxel_fraction,val_acc,val_macro_f1,val_weighted_f1,selection_cases,selection_rmse,selection_mae,selection_plume_rmse,selection_plume_mae,selection_acc,selection_macro_f1,selection_weighted_f1,selection_metric,selection_score
99,268.05,1.528e-04,31.514,0.009165,0.002503,0.002177,0.00258,0.000639,0.000412,0.001965,0.03131,0.000701,0.000699,0.008654,0.002312,0.002,0.002527,0.000559,0.000386,0.001711,0.030872,0.000538,0.000536,17754.2441,63.1448,-0.000111,1.278816,726992.875,79747.6406,-0.012967,0.962967,0.000596,0.994022,0.203141,0.996547,16,2436.5522,8.8171,134674.78,25290.7246,0.99365,0.194838,0.996423,selection_plume_rmse,134674.780014
100,280.97,1.505e-04,31.514,0.009205,0.002488,0.002163,0.002588,0.000623,0.000401,0.001974,0.031621,0.000683,0.000682,0.008653,0.002229,0.001942,0.002262,0.00057,0.000372,0.001676,0.031656,0.000538,0.000536,17755.5137,64.5911,-0.000254,1.308105,727009.9375,80169.9531,-0.013014,0.968066,0.000596,0.994686,0.210049,0.996884,16,2439.6789,8.653,134556.7214,25083.9347,0.99665,0.206072,0.997958,selection_plume_rmse,134556.721413
101,277.08,1.482e-04,31.514,0.009123,0.002453,0.002134,0.002517,0.000635,0.000398,0.001937,0.031556,0.000692,0.000691,0.009323,0.002215,0.001931,0.002232,0.000571,0.000371,0.001859,0.034991,0.000538,0.000536,17759.2422,66.8614,-0.000674,1.354085,727099.75,81157.25,-0.013265,0.979988,0.000596,0.994691,0.210556,0.996892,16,2437.9599,7.5283,134414.6308,25266.402,0.997079,0.212467,0.998188,selection_plume_rmse,134414.630772
102,272.12,1.458e-04,31.514,0.009005,0.002422,0.002108,0.002476,0.000626,0.000391,0.001909,0.031162,0.000698,0.000696,0.008339,0.00192,0.001669,0.001951,0.000527,0.000329,0.001714,0.031368,0.000538,0.000536,17754.1445,61.0552,-0.0001,1.236496,727003.125,79895.3125,-0.012996,0.96475,0.000596,0.995377,0.215805,0.997247,16,2428.2199,6.3406,134525.6966,25265.857,0.99717,0.21394,0.998255,selection_plume_rmse,134525.69659
103,273.72,1.435e-04,31.514,0.009059,0.002386,0.002076,0.002443,0.00062,0.000387,0.001952,0.03147,0.000688,0.000686,0.008607,0.002057,0.001791,0.002063,0.000552,0.000352,0.001774,0.031844,0.000538,0.000536,17758.5684,62.1439,-0.000598,1.258545,727101.0625,80641.7891,-0.013268,0.973764,0.000596,0.995125,0.210844,0.997117,16,2444.834,6.9005,134380.6143,25333.2712,0.9975,0.221565,0.998432,selection_plume_rmse,134380.614342
104,281.85,1.411e-04,31.514,0.009027,0.002476,0.002156,0.00253,0.000633,0.000406,0.001932,0.030797,0.000694,0.000692,0.008458,0.002214,0.001924,0.002303,0.000559,0.000365,0.001655,0.030593,0.000538,0.000536,17753.6699,61.8943,-4.6e-05,1.25349,726989.375,79766.875,-0.012957,0.963199,0.000596,0.994412,0.212529,0.996744,16,2422.6908,6.346,134359.5915,25174.9122,0.996412,0.211084,0.997863,selection_plume_rmse,134359.591469
105,267.39,1.388e-04,31.514,0.008935,0.002379,0.00207,0.002438,0.000616,0.000388,0.001919,0.030909,0.000679,0.000677,0.009189,0.002033,0.001776,0.001949,0.000579,0.00036,0.002187,0.033125,0.000538,0.000536,17754.7012,59.4381,-0.000162,1.203747,727025.75,80077.1875,-0.013059,0.966946,0.000596,0.995083,0.218313,0.997102,16,2422.0638,5.7594,134382.4248,25205.9858,0.997011,0.219625,0.998175,selection_plume_rmse,134382.424795
106,267.8,1.364e-04,31.514,0.008995,0.002374,0.002068,0.002405,0.00062,0.000389,0.001931,0.031266,0.000688,0.000686,0.008571,0.001743,0.001507,0.001836,0.000495,0.000312,0.001967,0.032404,0.000538,0.000536,17753.7305,58.1262,-5.3e-05,1.177178,727013.375,79908.6016,-0.013024,0.96491,0.000596,0.995649,0.218581,0.997394,16,2420.8573,5.7758,134465.5123,25291.781,0.99724,0.212922,0.998282,selection_plume_rmse,134465.512337
107,275.48,1.341e-04,31.514,0.009013,0.002421,0.002108,0.002458,0.000625,0.000391,0.00194,0.031014,0.000699,0.000697,0.008738,0.001818,0.001588,0.001734,0.000527,0.000312,0.002025,0.032636,0.000538,0.000536,17757.1465,59.4145,-0.000438,1.203268,727128.375,80303.8359,-0.013345,0.969683,0.000596,0.995839,0.220244,0.997492,16,2420.4583,5.6343,134373.9247,25086.4991,0.997972,0.225474,0.998673,selection_plume_rmse,134373.924683
108,269.14,1.318e-04,31.514,0.008805,0.002448,0.002135,0.002463,0.000624,0.000389,0.001835,0.030147,0.000692,0.000691,0.008578,0.002178,0.001889,0.002314,0.000535,0.000358,0.001684,0.031442,0.000538,0.000536,17753.5566,60.8085,-3.3e-05,1.231499,726991.75,79655.6719,-0.012964,0.961856,0.000596,0.994371,0.209937,0.996725,16,2423.9103,7.6465,134370.8243,25134.7435,0.994026,0.196178,0.996618,selection_plume_rmse,134370.824326
109,273.79,1.294e-04,31.514,0.008956,0.002396,0.002088,0.002416,0.000625,0.00039,0.001885,0.03117,0.000694,0.000692,0.00832,0.001889,0.001641,0.001925,0.000529,0.00033,0.001757,0.031159,0.000538,0.000536,17753.873,58.1548,-6.9e-05,1.177758,727013.875,79870.5312,-0.013026,0.96445,0.000596,0.995215,0.217768,0.997174,16,2424.1525,5.5015,134485.0001,25327.2783,0.997871,0.228199,0.998633,selection_plume_rmse,134485.00013
110,270.16,1.271e-04,31.514,0.009073,0.002451,0.002129,0.002552,0.000626,0.000405,0.001927,0.0313,0.000686,0.000685,0.008344,0.002015,0.001749,0.002082,0.000547,0.000346,0.001671,0.031055,0.000538,0.000536,17754.8652,60.6293,-0.000181,1.22787,727030.125,79983.4844,-0.013071,0.965814,0.000596,0.994978,0.20917,0.997045,16,2430.9487,6.8554,134427.2902,25233.3238,0.996927,0.21078,0.998118,selection_plume_rmse,134427.290203
111,268.8,1.248e-04,31.514,0.008851,0.002341,0.002033,0.002436,0.000609,0.000389,0.001895,0.030763,0.000678,0.000676,0.00967,0.00224,0.001939,0.002398,0.000576,0.000367,0.001902,0.036852,0.000538,0.000536,17753.2207,59.5499,4e-06,1.206011,726994.4375,80014.9766,-0.012971,0.966195,0.000596,0.994007,0.208669,0.996541,16,2418.4342,6.1692,134513.3603,25406.1986,0.99468,0.201712,0.996971,selection_plume_rmse,134513.360313
112,274.42,1.225e-04,31.514,0.008904,0.002415,0.002104,0.002448,0.000622,0.000392,0.001887,0.030674,0.000691,0.000689,0.008399,0.002072,0.001793,0.002224,0.00053,0.000353,0.001687,0.030939,0.000538,0.000536,17753.8066,60.49,-6.1e-05,1.225049,727008.0625,79843.875,-0.013009,0.964129,0.000596,0.994621,0.20806,0.996855,16,2425.2178,7.3202,134414.0745,25134.2453,0.995911,0.201745,0.997585,selection_plume_rmse,134414.074535
113,269.99,1.202e-04,31.514,0.008734,0.00238,0.002072,0.002426,0.000614,0.000388,0.00185,0.030024,0.000696,0.000694,0.008712,0.001773,0.001542,0.001756,0.000518,0.000314,0.00203,0.032726,0.000538,0.000536,17754.7598,58.2417,-0.000169,1.179517,727040.375,80071.9922,-0.013099,0.966883,0.000596,0.995767,0.221526,0.997456,16,2423.8686,6.1388,134379.4505,25204.7505,0.997269,0.216437,0.998301,selection_plume_rmse,134379.4505
114,269.78,1.179e-04,31.514,0.00895,0.002363,0.002058,0.002393,0.000619,0.000387,0.001909,0.031191,0.000698,0.000696,0.009012,0.001666,0.001439,0.001755,0.000491,0.000308,0.002046,0.035331,0.000538,0.000536,17753.498,56.6845,-2.7e-05,1.147981,727014.125,79994.1875,-0.013026,0.965944,0.000596,0.995763,0.222011,0.997459,16,2418.5511,5.2314,134495.9954,25469.6479,0.997199,0.219098,0.998289,selection_plume_rmse,134495.99538
115,278.45,1.156e-04,31.514,0.008495,0.002249,0.001959,0.00226,0.000603,0.00037,0.001759,0.029906,0.000683,0.000681,0.00871,0.00187,0.001633,0.001805,0.000537,0.00032,0.001966,0.032495,0.000538,0.000536,17753.4316,58.0521,-1.9e-05,1.175677,726996.375,79788.3359,-0.012977,0.963458,0.000596,0.99548,0.220767,0.997311,16,2422.3484,5.5075,134498.6052,25478.3052,0.997317,0.216473,0.998347,selection_plume_rmse,134498.605246
116,271.6,1.133e-04,31.514,0.00855,0.002298,0.002003,0.002299,0.000608,0.000373,0.001785,0.029787,0.000691,0.00069,0.0082,0.001877,0.001641,0.00179,0.000536,0.000323,0.001671,0.031008,0.000538,0.000536,17755.0938,59.6281,-0.000207,1.207595,727037.875,79984.5781,-0.013092,0.965828,0.000596,0.99555,0.220949,0.99734,16,2424.6187,5.8964,134422.0346,25314.2801,0.997484,0.215923,0.998419,selection_plume_rmse,134422.034626
117,267.74,1.111e-04,31.514,0.008817,0.002402,0.002096,0.002402,0.000623,0.000384,0.00189,0.030165,0.000703,0.000702,0.008298,0.001924,0.001669,0.002,0.000521,0.000336,0.001693,0.031208,0.000538,0.000536,17753.1484,58.8655,1.3e-05,1.192151,726987.5625,79764.0625,-0.012952,0.963165,0.000596,0.995234,0.218904,0.997173,16,2423.9737,6.2183,134470.0347,25384.0341,0.996699,0.206917,0.998005,selection_plume_rmse,134470.034687
118,279.17,1.088e-04,31.514,0.008947,0.002382,0.002074,0.002432,0.000611,0.00039,0.001955,0.030735,0.000687,0.000685,0.009236,0.002703,0.002362,0.002755,0.000617,0.000408,0.001675,0.032387,0.000538,0.000536,17755.7031,66.9997,-0.000275,1.356886,726969.4375,79805.1328,-0.012902,0.963661,0.000596,0.993494,0.198629,0.996269,16,2438.6498,8.997,134403.1411,25188.5889,0.995925,0.198916,0.997582,selection_plume_rmse,134403.14106
119,275.31,1.065e-04,31.514,0.008748,0.00233,0.00203,0.002357,0.0006,0.000374,0.001854,0.030435,0.000673,0.000671,0.00834,0.001785,0.001545,0.00186,0.000512,0.000325,0.001766,0.031926,0.000538,0.000536,17753.5801,57.8787,-3.6e-05,1.172166,727006.375,79886.8828,-0.013005,0.964648,0.000596,0.995451,0.2184,0.99729,16,2423.6867,5.8301,134444.2828,25386.7081,0.997345,0.211808,0.998338,selection_plume_rmse,134444.282806
120,270.97,1.043e-04,31.514,0.008654,0.002292,0.001999,0.00229,0.000599,0.000371,0.001828,0.030226,0.000678,0.000676,0.00839,0.002019,0.001764,0.001976,0.000538,0.000336,0.001637,0.031556,0.000538,0.000536,17757.9102,62.7335,-0.000524,1.270486,727107.0,80464.6484,-0.013285,0.971625,0.000596,0.995228,0.213123,0.99717,16,2438.0586,7.7486,134445.0076,25234.0904,0.996755,0.20794,0.998026,selection_plume_rmse,134445.007557
121,271.15,1.021e-04,31.514,0.008705,0.00232,0.002025,0.002315,0.0006,0.000371,0.001845,0.030269,0.000685,0.000683,0.008494,0.002241,0.001953,0.002288,0.000553,0.000365,0.001628,0.030833,0.000538,0.000536,17753.6562,63.0006,-4.4e-05,1.275895,726976.375,79837.6641,-0.012921,0.964054,0.000596,0.994401,0.209129,0.996738,16,2428.6862,7.2063,134400.8383,25177.3561,0.996455,0.204607,0.997869,selection_plume_rmse,134400.838322
122,265.17,9.986e-05,31.514,0.008519,0.002328,0.002029,0.002342,0.000604,0.000375,0.001787,0.029364,0.000697,0.000695,0.008425,0.001955,0.001705,0.001938,0.000528,0.000333,0.001713,0.031705,0.000538,0.000536,17755.0176,61.3677,-0.000198,1.242826,727017.4375,80069.8672,-0.013035,0.966857,0.000596,0.995313,0.21662,0.997214,16,2428.0334,6.1917,134429.6093,25185.624,0.997432,0.219154,0.998397,selection_plume_rmse,134429.609257
123,266.95,9.766e-05,31.514,0.008449,0.002269,0.00198,0.002246,0.000603,0.00037,0.001778,0.029345,0.000697,0.000696,0.008066,0.001895,0.001647,0.001926,0.000518,0.000327,0.001582,0.03059,0.000538,0.000536,17755.9023,59.342,-0.000298,1.201801,727069.9375,80121.7734,-0.013182,0.967484,0.000596,0.995311,0.219911,0.997214,16,2421.7021,6.3351,134420.237,25220.2135,0.996099,0.208614,0.997702,selection_plume_rmse,134420.237024
124,275.14,9.547e-05,31.514,0.008363,0.00219,0.001909,0.002186,0.000587,0.00036,0.001752,0.029474,0.000674,0.000672,0.008247,0.001991,0.001737,0.001982,0.000529,0.000336,0.001616,0.030927,0.000538,0.000536,17754.7852,61.1371,-0.000172,1.238156,727012.875,80108.8438,-0.013023,0.967328,0.000596,0.995175,0.214252,0.997143,16,2426.5338,7.4955,134301.1186,25103.7237,0.995799,0.203055,0.997526,selection_plume_rmse,134301.118557
125,275.01,9.329e-05,31.514,0.008287,0.002193,0.001915,0.002162,0.000589,0.000359,0.001728,0.029101,0.000683,0.000681,0.008557,0.001777,0.001544,0.001796,0.000502,0.000309,0.00193,0.032334,0.000538,0.000536,17753.7578,57.6564,-5.6e-05,1.167665,727009.125,79969.7812,-0.013012,0.965649,0.000596,0.995609,0.219164,0.997373,16,2418.979,5.762,134231.9138,25162.7401,0.997225,0.214495,0.99828,selection_plume_rmse,134231.913769
126,272.98,9.113e-05,31.514,0.008431,0.002193,0.00191,0.002209,0.000587,0.000363,0.00175,0.029916,0.000677,0.000676,0.008522,0.002058,0.001794,0.002076,0.000536,0.000344,0.001655,0.032064,0.000538,0.000536,17754.8301,62.6962,-0.000177,1.26973,726988.9375,80173.8203,-0.012956,0.968113,0.000596,0.995048,0.207947,0.997078,16,2428.1255,7.3233,134346.747,25180.4619,0.996725,0.20424,0.998,selection_plume_rmse,134346.746994
127,268.58,8.898e-05,31.514,0.008485,0.002261,0.00197,0.002271,0.000597,0.000368,0.001771,0.029694,0.000688,0.000687,0.008678,0.001774,0.001547,0.001727,0.000511,0.000302,0.002002,0.032684,0.000538,0.000536,17753.7578,58.7315,-5.6e-05,1.189438,727004.9375,79829.1406,-0.013001,0.963951,0.000596,0.99582,0.21957,0.997479,16,2422.3921,5.9726,134387.5557,25315.2357,0.997398,0.211824,0.998364,selection_plume_rmse,134387.555744
128,268.2,8.685e-05,31.514,0.008513,0.002273,0.001985,0.002243,0.000605,0.00037,0.001791,0.029654,0.000696,0.000694,0.009219,0.002878,0.002494,0.003201,0.000595,0.000443,0.001715,0.030833,0.000538,0.000536,17753.8027,66.1378,-6.1e-05,1.339431,726962.1875,79688.0312,-0.012881,0.962247,0.000596,0.992205,0.199228,0.995607,16,2430.7416,10.8872,134588.899,25201.0952,0.990465,0.184939,0.994787,selection_plume_rmse,134588.898987
129,267.95,8.473e-05,31.514,0.008722,0.002456,0.00214,0.002516,0.000612,0.000392,0.001782,0.029894,0.000701,0.000699,0.008185,0.002003,0.001744,0.002033,0.000525,0.000335,0.001622,0.0304,0.000538,0.000536,17754.0684,61.5978,-9.1e-05,1.247486,726993.4375,79981.3594,-0.012969,0.965789,0.000596,0.995024,0.214823,0.997063,16,2422.6375,6.874,134367.1276,25142.8381,0.995759,0.203095,0.997513,selection_plume_rmse,134367.127605
130,265.07,8.263e-05,31.514,0.008277,0.002253,0.001963,0.00227,0.000588,0.000367,0.001709,0.028771,0.000686,0.000684,0.008139,0.001826,0.001587,0.001852,0.000502,0.000313,0.001697,0.030775,0.000538,0.000536,17754.1582,59.2533,-0.000101,1.200004,727006.4375,79918.2891,-0.013005,0.965027,0.000596,0.995519,0.218357,0.997319,16,2420.6341,6.3381,134313.8521,25226.0177,0.996681,0.208159,0.997991,selection_plume_rmse,134313.852062
131,270.7,8.054e-05,31.514,0.008407,0.00221,0.001928,0.002197,0.000586,0.000361,0.001765,0.029549,0.000686,0.000684,0.008327,0.001771,0.001542,0.001754,0.000505,0.00031,0.001804,0.031684,0.000538,0.000536,17753.9746,58.539,-8e-05,1.185538,727011.0625,79906.2109,-0.013018,0.964881,0.000596,0.995697,0.213875,0.997417,16,2418.7748,5.7495,134312.0459,25187.0511,0.997147,0.212623,0.99824,selection_plume_rmse,134312.045918
132,264.14,7.848e-05,31.514,0.008333,0.002205,0.001924,0.00218,0.000595,0.000362,0.00176,0.029115,0.000692,0.00069,0.008014,0.00188,0.001634,0.001918,0.000511,0.000316,0.001609,0.030169,0.000538,0.000536,17753.4512,58.9688,-2.1e-05,1.194243,726993.75,79790.4297,-0.012969,0.963483,0.000596,0.995267,0.215269,0.997191,16,2418.2478,5.742,134392.8741,25185.9549,0.99712,0.213238,0.998223,selection_plume_rmse,134392.874096
133,270.97,7.643e-05,31.514,0.008355,0.002226,0.001942,0.002214,0.000589,0.00036,0.001734,0.029296,0.000691,0.00069,0.008311,0.001904,0.001664,0.001857,0.000515,0.000315,0.001685,0.031477,0.000538,0.000536,17757.4531,61.4437,-0.000472,1.244364,727106.5625,80414.6641,-0.013284,0.971021,0.000596,0.995473,0.219889,0.997297,16,2427.295,6.7494,134401.299,25257.286,0.996927,0.21002,0.998116,selection_plume_rmse,134401.29895
134,272.38,7.440e-05,31.514,0.008262,0.002136,0.001865,0.002098,0.00058,0.00035,0.001736,0.029266,0.00067,0.000669,0.008078,0.001739,0.001511,0.00176,0.000493,0.000305,0.001691,0.030986,0.000538,0.000536,17753.8965,58.2377,-7.2e-05,1.179436,727014.5625,79966.3828,-0.013027,0.965608,0.000596,0.99571,0.225192,0.997422,16,2419.5767,5.4841,134450.9885,25374.0014,0.997381,0.212758,0.998362,selection_plume_rmse,134450.988485
135,266.24,7.239e-05,31.514,0.008248,0.002146,0.001873,0.002108,0.000579,0.000349,0.00172,0.029217,0.000683,0.000681,0.00822,0.001844,0.00161,0.001808,0.000504,0.000307,0.001699,0.031176,0.000538,0.000536,17754.4102,59.4135,-0.00013,1.203249,727016.3125,79984.7266,-0.013032,0.965829,0.000596,0.995528,0.221225,0.997327,16,2416.9898,5.5182,134379.4519,25350.2815,0.996933,0.208453,0.998134,selection_plume_rmse,134379.451935
136,271.9,7.039e-05,31.514,0.008211,0.002189,0.001912,0.002138,0.000592,0.000357,0.001721,0.028669,0.000692,0.00069,0.008414,0.001805,0.001578,0.001724,0.000511,0.000304,0.0018,0.03206,0.000538,0.000536,17756.4707,60.814,-0.000361,1.231612,727051.75,80374.5312,-0.013131,0.970536,0.000596,0.995842,0.225072,0.997491,16,2421.038,5.5087,134385.52,25236.8966,0.997404,0.219761,0.998387,selection_plume_rmse,134385.520023
137,269.32,6.842e-05,31.514,0.008304,0.002239,0.001954,0.002222,0.000593,0.000366,0.001721,0.028955,0.000698,0.000696,0.008254,0.001836,0.001597,0.001844,0.000515,0.000322,0.001761,0.031048,0.000538,0.000536,17757.0391,59.2975,-0.000426,1.200899,727097.75,80305.25,-0.013259,0.9697,0.000596,0.99537,0.217569,0.997248,16,2418.2666,5.2273,134318.7705,25405.0636,0.997724,0.222886,0.998562,selection_plume_rmse,134318.77055
138,271.2,6.647e-05,31.514,0.008324,0.002227,0.001943,0.00221,0.000596,0.000365,0.001757,0.028932,0.00069,0.000689,0.008346,0.001762,0.001539,0.001686,0.000512,0.000303,0.001845,0.031593,0.000538,0.000536,17754.291,58.5779,-0.000116,1.186327,727016.8125,79957.9453,-0.013034,0.965506,0.000596,0.995804,0.220608,0.997475,16,2417.5389,5.2292,134311.3255,25247.4308,0.997862,0.221067,0.998624,selection_plume_rmse,134311.325504
139,275.83,6.454e-05,31.514,0.008111,0.002148,0.001874,0.002124,0.000579,0.000352,0.001684,0.028528,0.000677,0.000675,0.008138,0.001787,0.001551,0.001824,0.000498,0.000309,0.001679,0.031149,0.000538,0.000536,17752.6562,58.0419,6.8e-05,1.17547,726973.1875,79753.125,-0.012912,0.963033,0.000596,0.995425,0.220277,0.997272,16,2416.1868,5.3216,134413.8095,25383.9849,0.996989,0.208458,0.99816,selection_plume_rmse,134413.809452
140,275.32,6.263e-05,31.514,0.008154,0.002159,0.001884,0.002133,0.000581,0.000354,0.001681,0.028759,0.000681,0.000679,0.007937,0.001873,0.001634,0.001845,0.000511,0.000313,0.001581,0.029887,0.000538,0.000536,17756.6914,60.2765,-0.000386,1.220727,727096.625,80296.2578,-0.013256,0.969591,0.000596,0.995443,0.216441,0.997282,16,2418.1391,5.6745,134295.3747,25360.1397,0.997031,0.211291,0.998184,selection_plume_rmse,134295.37466
141,267.25,6.074e-05,31.514,0.008151,0.002142,0.001869,0.002113,0.000575,0.000351,0.001696,0.028754,0.000678,0.000676,0.009093,0.00173,0.001513,0.001632,0.000503,0.000296,0.002295,0.033794,0.000538,0.000536,17754.9961,59.5651,-0.000195,1.206319,727024.5,80149.6719,-0.013055,0.967821,0.000596,0.995958,0.228833,0.997553,16,2417.3991,5.2366,134314.8468,25287.8691,0.997724,0.217458,0.998543,selection_plume_rmse,134314.846781
142,281.81,5.887e-05,31.514,0.008161,0.00218,0.001904,0.002144,0.000588,0.000359,0.001703,0.028519,0.000695,0.000693,0.008852,0.001712,0.001494,0.001656,0.000499,0.000303,0.002182,0.03305,0.000538,0.000536,17755.9727,59.1468,-0.000305,1.197846,727053.8125,80239.8281,-0.013137,0.96891,0.000596,0.995971,0.227055,0.997561,16,2417.2769,4.9355,134374.4382,25368.1488,0.997932,0.222938,0.998665,selection_plume_rmse,134374.438236
143,276.03,5.703e-05,31.514,0.008018,0.002157,0.001884,0.002113,0.000586,0.000355,0.001662,0.027989,0.000697,0.000696,0.008462,0.00173,0.001513,0.001631,0.00051,0.000301,0.001948,0.031889,0.000538,0.000536,17754.9922,58.1462,-0.000195,1.177583,727037.1875,80066.4297,-0.01309,0.966816,0.000596,0.995918,0.223544,0.997535,16,2416.4336,5.2629,134346.2713,25346.6468,0.997438,0.213757,0.99839,selection_plume_rmse,134346.27128
144,276.28,5.521e-05,31.514,0.008154,0.002198,0.001919,0.002166,0.00059,0.000362,0.001684,0.02848,0.000699,0.000697,0.008058,0.001872,0.001634,0.001831,0.000511,0.000312,0.00161,0.030512,0.000538,0.000536,17754.6094,60.0329,-0.000152,1.215792,727016.0,80075.4297,-0.013031,0.966925,0.000596,0.995425,0.217154,0.997271,16,2418.6769,5.8144,134365.1654,25292.424,0.996638,0.208773,0.997977,selection_plume_rmse,134365.165411
145,267.39,5.341e-05,31.514,0.008197,0.002154,0.001881,0.002114,0.000581,0.000352,0.001738,0.028702,0.000692,0.00069,0.009071,0.001726,0.00151,0.001623,0.000502,0.000295,0.002361,0.033224,0.000538,0.000536,17755.1465,58.7559,-0.000212,1.18993,727029.875,80017.8828,-0.01307,0.96623,0.000596,0.995975,0.22394,0.997565,16,2416.4056,5.0414,134360.9819,25333.6878,0.998033,0.2228,0.998715,selection_plume_rmse,134360.981884
146,272.73,5.163e-05,31.514,0.008186,0.002187,0.00191,0.00215,0.000589,0.000359,0.001719,0.028534,0.000699,0.000697,0.008276,0.001698,0.001473,0.001733,0.000489,0.000303,0.00176,0.03212,0.000538,0.000536,17753.3926,56.8719,-1.5e-05,1.151775,727000.5625,79968.0,-0.012988,0.965627,0.000596,0.995732,0.220188,0.997436,16,2414.828,5.2772,134380.3536,25383.3736,0.99678,0.210833,0.99806,selection_plume_rmse,134380.353588
147,272.35,4.988e-05,31.514,0.008087,0.002134,0.001861,0.002111,0.000577,0.000352,0.001702,0.028346,0.00068,0.000679,0.00835,0.001696,0.001479,0.001652,0.000496,0.000297,0.0019,0.031689,0.000538,0.000536,17754.6777,58.0598,-0.00016,1.175834,727032.1875,80101.5469,-0.013076,0.96724,0.000596,0.995901,0.221528,0.997528,16,2416.1536,5.2327,134310.958,25288.9257,0.997411,0.219496,0.9984,selection_plume_rmse,134310.958008
148,276.35,4.816e-05,31.514,0.007965,0.002054,0.001793,0.002014,0.000563,0.000339,0.001649,0.028415,0.000666,0.000665,0.008723,0.001656,0.00144,0.001634,0.000489,0.000296,0.002154,0.032757,0.000538,0.000536,17754.0254,57.3929,-8.6e-05,1.162328,727020.5,79979.0547,-0.013044,0.965761,0.000596,0.995986,0.228857,0.997568,16,2416.8153,5.1143,134363.9183,25291.9801,0.997748,0.218966,0.998561,selection_plume_rmse,134363.918339
149,276.05,4.646e-05,31.514,0.007935,0.002092,0.001825,0.002065,0.000569,0.000347,0.001628,0.0281,0.00068,0.000678,0.008606,0.001661,0.001447,0.001617,0.000492,0.000297,0.002066,0.032521,0.000538,0.000536,17753.9727,57.9813,-8e-05,1.174243,727005.875,80012.2734,-0.013003,0.966162,0.000596,0.996085,0.226662,0.997622,16,2416.5344,5.1345,134336.7512,25265.2614,0.997689,0.220942,0.998537,selection_plume_rmse,134336.751156
